id,y,campaign,contact_group,contact,month,day,age,job,education,balance,poutcome
388,no,4,High Contact,unknown,may,6,32,unemployed,secondary,10,unknown
389,yes,1,Low Contact,unknown,may,6,56,management,tertiary,830,unknown
390,no,1,Low Contact,unknown,may,6,58,blue-collar,unknown,29,unknown
391,yes,1,Low Contact,unknown,may,6,60,retired,secondary,545,unknown
392,no,1,Low Contact,unknown,may,6,37,technician,tertiary,8730,unknown
393,no,1,Low Contact,unknown,may,6,46,technician,tertiary,477,unknown
394,no,1,Low Contact,unknown,may,6,27,admin,secondary,4,unknown
395,no,2,Low Contact,unknown,may,6,43,blue-collar,secondary,1205,unknown
396,no,3,High Contact,unknown,may,6,32,technician,secondary,0,unknown
397,no,1,Low Contact,unknown,may,6,40,admin,secondary,263,unknown
398,no,1,Low Contact,unknown,may,6,38,admin,secondary,1,unknown
399,no,1,Low Contact,unknown,may,6,34,blue-collar,secondary,283,unknown
400,no,1,Low Contact,unknown,may,6,47,blue-collar,primary,206,unknown
401,no,1,Low Contact,unknown,may,6,42,housemaid,primary,17,unknown
402,no,1,Low Contact,unknown,may,6,48,technician,secondary,141,unknown
403,no,1,Low Contact,unknown,may,6,29,self-employed,tertiary,16,unknown
404,no,1,Low Contact,unknown,may,6,50,services,secondary,206,unknown
405,no,2,Low Contact,unknown,may,6,52,technician,unknown,7,unknown
406,no,1,Low Contact,unknown,may,6,50,management,tertiary,0,unknown
407,no,1,Low Contact,unknown,may,6,58,retired,tertiary,0,unknown
408,no,3,High Contact,unknown,may,6,46,blue-collar,primary,1927,unknown
409,no,1,Low Contact,unknown,may,6,38,technician,secondary,284,unknown
410,no,1,Low Contact,unknown,may,6,46,blue-collar,secondary,1660,unknown
411,no,1,Low Contact,unknown,may,6,32,services,secondary,406,unknown
412,no,1,Low Contact,unknown,may,6,51,blue-collar,primary,230,unknown
413,no,1,Low Contact,unknown,may,6,39,admin,secondary,-25,unknown
414,no,2,Low Contact,unknown,may,6,48,admin,secondary,182,unknown
415,no,2,Low Contact,unknown,may,6,36,entrepreneur,tertiary,1169,unknown
416,no,1,Low Contact,unknown,may,6,34,admin,secondary,67,unknown
417,no,1,Low Contact,unknown,may,6,40,technician,secondary,77,unknown
418,no,1,Low Contact,unknown,may,6,43,unemployed,secondary,0,unknown
419,no,1,Low Contact,unknown,may,6,52,blue-collar,primary,55,unknown
420,no,1,Low Contact,unknown,may,6,33,technician,secondary,72,unknown
421,no,3,High Contact,unknown,may,6,49,management,tertiary,163,unknown
422,no,1,Low Contact,unknown,may,6,32,management,tertiary,151,unknown
423,no,1,Low Contact,unknown,may,6,39,admin,secondary,113,unknown
424,no,1,Low Contact,unknown,may,6,40,blue-collar,secondary,0,unknown
425,no,3,High Contact,unknown,may,6,38,technician,tertiary,9,unknown
426,no,2,Low Contact,unknown,may,6,43,management,secondary,375,unknown
427,no,1,Low Contact,unknown,may,6,39,services,secondary,1142,unknown
428,no,1,Low Contact,unknown,may,6,54,blue-collar,primary,2102,unknown
429,no,1,Low Contact,unknown,may,6,38,technician,tertiary,4325,unknown
430,no,1,Low Contact,unknown,may,6,40,blue-collar,secondary,217,unknown
431,no,1,Low Contact,unknown,may,6,55,admin,secondary,131,unknown
432,no,1,Low Contact,unknown,may,6,42,management,tertiary,1680,unknown
433,no,1,Low Contact,unknown,may,6,39,blue-collar,secondary,0,unknown
434,no,1,Low Contact,unknown,may,6,40,blue-collar,primary,46,unknown
435,no,2,Low Contact,unknown,may,6,32,blue-collar,secondary,320,unknown
436,no,1,Low Contact,unknown,may,6,55,admin,secondary,183,unknown
437,no,1,Low Contact,unknown,may,6,45,blue-collar,secondary,39,unknown
438,no,1,Low Contact,unknown,may,6,35,management,tertiary,560,unknown
439,no,1,Low Contact,unknown,may,6,58,technician,secondary,469,unknown
440,no,1,Low Contact,unknown,may,6,35,admin,secondary,530,unknown
441,no,1,Low Contact,unknown,may,6,49,services,primary,61,unknown
442,no,1,Low Contact,unknown,may,6,34,technician,tertiary,242,unknown
443,no,2,Low Contact,unknown,may,6,36,blue-collar,secondary,139,unknown
444,no,1,Low Contact,unknown,may,6,24,self-employed,secondary,0,unknown
445,no,1,Low Contact,unknown,may,6,34,technician,secondary,367,unknown
446,no,1,Low Contact,unknown,may,6,51,admin,secondary,228,unknown
447,yes,1,Low Contact,unknown,may,6,39,technician,unknown,45248,unknown
448,no,1,Low Contact,unknown,may,6,50,self-employed,unknown,-84,unknown
449,no,1,Low Contact,unknown,may,6,32,services,secondary,310,unknown
450,no,1,Low Contact,unknown,may,6,42,blue-collar,unknown,132,unknown
451,no,1,Low Contact,unknown,may,6,50,technician,secondary,797,unknown
452,no,1,Low Contact,unknown,may,6,40,services,secondary,71,unknown
453,no,1,Low Contact,unknown,may,6,46,management,unknown,2,unknown
454,no,2,Low Contact,unknown,may,6,37,management,tertiary,231,unknown
455,no,1,Low Contact,unknown,may,6,34,blue-collar,secondary,270,unknown
456,no,1,Low Contact,unknown,may,6,44,blue-collar,secondary,274,unknown
457,no,1,Low Contact,unknown,may,6,40,admin,secondary,-109,unknown
458,yes,1,Low Contact,unknown,may,6,37,technician,secondary,1,unknown
459,no,1,Low Contact,unknown,may,6,33,blue-collar,secondary,-60,unknown
460,no,2,Low Contact,unknown,may,6,35,blue-collar,secondary,89,unknown
461,no,1,Low Contact,unknown,may,6,58,blue-collar,secondary,-11,unknown
462,no,2,Low Contact,unknown,may,6,39,blue-collar,primary,0,unknown
463,no,1,Low Contact,unknown,may,6,43,blue-collar,secondary,-509,unknown
464,no,1,Low Contact,unknown,may,6,39,unemployed,primary,408,unknown
465,no,1,Low Contact,unknown,may,6,36,services,primary,58,unknown
466,no,4,High Contact,unknown,may,6,57,retired,secondary,1640,unknown
467,no,1,Low Contact,unknown,may,6,36,admin,secondary,20,unknown
468,no,1,Low Contact,unknown,may,6,50,blue-collar,primary,71,unknown
469,no,1,Low Contact,unknown,may,6,55,blue-collar,secondary,52,unknown
470,no,1,Low Contact,unknown,may,6,44,self-employed,tertiary,292,unknown
471,no,1,Low Contact,unknown,may,6,44,services,secondary,424,unknown
472,no,3,High Contact,unknown,may,6,39,housemaid,primary,109,unknown
473,no,1,Low Contact,unknown,may,6,46,blue-collar,unknown,1044,unknown
474,no,1,Low Contact,unknown,may,6,39,blue-collar,secondary,983,unknown
475,yes,1,Low Contact,unknown,may,6,34,admin,secondary,869,unknown
476,no,2,Low Contact,unknown,may,6,40,blue-collar,primary,668,unknown
477,no,1,Low Contact,unknown,may,6,50,management,tertiary,964,unknown
478,no,1,Low Contact,unknown,may,6,31,management,secondary,301,unknown
479,no,1,Low Contact,unknown,may,6,37,admin,secondary,140,unknown
480,no,1,Low Contact,unknown,may,6,39,management,secondary,1877,unknown
481,no,1,Low Contact,unknown,may,6,51,blue-collar,primary,1127,unknown
482,no,1,Low Contact,unknown,may,6,41,technician,secondary,871,unknown
483,no,1,Low Contact,unknown,may,6,41,technician,secondary,767,unknown
484,no,1,Low Contact,unknown,may,6,43,blue-collar,secondary,0,unknown
485,no,2,Low Contact,unknown,may,6,30,services,secondary,209,unknown
486,no,1,Low Contact,unknown,may,6,54,management,primary,0,unknown
487,no,1,Low Contact,unknown,may,6,43,blue-collar,secondary,110,unknown
488,no,1,Low Contact,unknown,may,6,59,management,tertiary,-76,unknown
489,no,1,Low Contact,unknown,may,6,47,technician,unknown,178,unknown
490,no,1,Low Contact,unknown,may,6,40,blue-collar,primary,-66,unknown
491,no,2,Low Contact,unknown,may,6,32,technician,secondary,0,unknown
492,no,1,Low Contact,unknown,may,6,29,blue-collar,secondary,1,unknown
493,no,1,Low Contact,unknown,may,6,36,blue-collar,secondary,0,unknown
494,no,1,Low Contact,unknown,may,6,55,unemployed,tertiary,5345,unknown
495,no,2,Low Contact,unknown,may,6,30,blue-collar,secondary,-209,unknown
496,no,2,Low Contact,unknown,may,6,39,admin,secondary,0,unknown
497,no,2,Low Contact,unknown,may,6,39,blue-collar,secondary,42,unknown
498,no,1,Low Contact,unknown,may,6,50,blue-collar,secondary,41,unknown
499,no,2,Low Contact,unknown,may,6,44,blue-collar,secondary,-99,unknown
500,no,1,Low Contact,unknown,may,6,37,technician,secondary,17,unknown
501,no,2,Low Contact,unknown,may,6,46,admin,primary,276,unknown
502,no,1,Low Contact,unknown,may,6,32,technician,unknown,-170,unknown
503,no,1,Low Contact,unknown,may,6,37,management,tertiary,230,unknown
504,no,1,Low Contact,unknown,may,6,29,blue-collar,secondary,9,unknown
505,no,1,Low Contact,unknown,may,6,41,blue-collar,secondary,946,unknown
506,no,2,Low Contact,unknown,may,6,45,blue-collar,primary,1297,unknown
507,no,1,Low Contact,unknown,may,6,57,retired,secondary,-331,unknown
508,no,1,Low Contact,unknown,may,6,48,blue-collar,secondary,44,unknown
509,no,1,Low Contact,unknown,may,6,60,retired,secondary,15,unknown
510,no,1,Low Contact,unknown,may,6,26,admin,secondary,712,unknown
511,no,1,Low Contact,unknown,may,6,58,retired,secondary,5435,unknown
512,no,1,Low Contact,unknown,may,6,34,admin,secondary,507,unknown
513,yes,1,Low Contact,unknown,may,6,55,unemployed,secondary,387,unknown
514,no,1,Low Contact,unknown,may,6,41,blue-collar,primary,0,unknown
515,no,1,Low Contact,unknown,may,6,50,management,secondary,1716,unknown
516,no,3,High Contact,unknown,may,6,49,entrepreneur,secondary,167,unknown
517,no,2,Low Contact,unknown,may,6,44,admin,unknown,40,unknown
518,no,1,Low Contact,unknown,may,6,44,blue-collar,primary,148,unknown
519,no,1,Low Contact,unknown,may,6,31,technician,secondary,17,unknown
520,no,1,Low Contact,unknown,may,6,34,blue-collar,tertiary,1011,unknown
521,no,1,Low Contact,unknown,may,6,46,management,unknown,1527,unknown
522,no,1,Low Contact,unknown,may,6,42,management,tertiary,744,unknown
523,no,1,Low Contact,unknown,may,6,52,admin,secondary,484,unknown
524,no,1,Low Contact,unknown,may,6,29,management,tertiary,0,unknown
525,no,2,Low Contact,unknown,may,6,53,retired,primary,136,unknown
526,no,2,Low Contact,unknown,may,6,43,blue-collar,secondary,1335,unknown
527,no,2,Low Contact,unknown,may,6,38,management,secondary,517,unknown
528,no,1,Low Contact,unknown,may,6,46,management,tertiary,459,unknown
529,no,1,Low Contact,unknown,may,6,48,management,unknown,549,unknown
530,no,1,Low Contact,unknown,may,6,30,admin,secondary,83,unknown
531,no,1,Low Contact,unknown,may,6,44,blue-collar,primary,213,unknown
532,no,3,High Contact,unknown,may,6,31,housemaid,primary,203,unknown
533,no,1,Low Contact,unknown,may,6,42,services,secondary,518,unknown
534,no,1,Low Contact,unknown,may,6,40,management,tertiary,3877,unknown
535,no,1,Low Contact,unknown,may,6,52,admin,secondary,1236,unknown
536,no,2,Low Contact,unknown,may,6,45,blue-collar,secondary,756,unknown
537,no,1,Low Contact,unknown,may,6,48,blue-collar,secondary,157,unknown
538,no,2,Low Contact,unknown,may,6,45,blue-collar,primary,-66,unknown
539,no,1,Low Contact,unknown,may,6,34,blue-collar,unknown,245,unknown
540,no,2,Low Contact,unknown,may,6,34,blue-collar,primary,-144,unknown
541,no,1,Low Contact,unknown,may,6,46,blue-collar,secondary,71,unknown
542,no,1,Low Contact,unknown,may,6,49,services,secondary,505,unknown
543,no,1,Low Contact,unknown,may,6,50,technician,primary,249,unknown
544,no,1,Low Contact,unknown,may,6,34,admin,secondary,0,unknown
545,no,1,Low Contact,unknown,may,6,40,unemployed,secondary,11,unknown
546,no,1,Low Contact,unknown,may,6,36,admin,secondary,639,unknown
547,no,1,Low Contact,unknown,may,6,59,blue-collar,unknown,124,unknown
548,no,1,Low Contact,unknown,may,6,45,blue-collar,secondary,82,unknown
549,no,1,Low Contact,unknown,may,6,36,self-employed,tertiary,107,unknown
550,no,1,Low Contact,unknown,may,6,56,services,secondary,473,unknown
551,no,2,Low Contact,unknown,may,6,42,services,secondary,372,unknown
552,no,2,Low Contact,unknown,may,6,30,admin,secondary,46,unknown
553,no,1,Low Contact,unknown,may,6,30,student,tertiary,34,unknown
554,no,1,Low Contact,unknown,may,6,47,self-employed,unknown,935,unknown
555,no,1,Low Contact,unknown,may,6,33,blue-collar,secondary,-10,unknown
556,no,2,Low Contact,unknown,may,6,36,admin,secondary,-106,unknown
557,no,2,Low Contact,unknown,may,6,39,services,primary,471,unknown
558,no,2,Low Contact,unknown,may,6,56,admin,secondary,778,unknown
559,no,2,Low Contact,unknown,may,6,39,blue-collar,unknown,170,unknown
560,no,2,Low Contact,unknown,may,6,42,technician,secondary,315,unknown
561,no,1,Low Contact,unknown,may,6,52,blue-collar,secondary,3165,unknown
562,no,1,Low Contact,unknown,may,6,36,admin,secondary,131,unknown
563,no,2,Low Contact,unknown,may,6,35,entrepreneur,secondary,204,unknown
564,no,2,Low Contact,unknown,may,6,47,technician,secondary,83,unknown
565,no,1,Low Contact,unknown,may,6,59,services,secondary,0,unknown
566,no,1,Low Contact,unknown,may,6,57,blue-collar,primary,5431,unknown
567,no,1,Low Contact,unknown,may,6,38,management,unknown,1759,unknown
568,no,1,Low Contact,unknown,may,6,46,unemployed,secondary,-125,unknown
569,no,1,Low Contact,unknown,may,6,34,blue-collar,secondary,0,unknown
570,yes,3,High Contact,unknown,may,6,28,services,secondary,5090,unknown
571,no,1,Low Contact,unknown,may,6,38,technician,unknown,573,unknown
572,no,1,Low Contact,unknown,may,6,56,blue-collar,secondary,1602,unknown
573,no,1,Low Contact,unknown,may,6,41,blue-collar,primary,-137,unknown
574,no,1,Low Contact,unknown,may,6,52,technician,unknown,0,unknown
575,no,1,Low Contact,unknown,may,6,54,services,secondary,193,unknown
576,no,1,Low Contact,unknown,may,6,61,retired,secondary,195,unknown
577,no,1,Low Contact,unknown,may,6,53,entrepreneur,secondary,288,unknown
578,no,2,Low Contact,unknown,may,6,47,technician,secondary,19,unknown
579,no,3,High Contact,unknown,may,6,53,blue-collar,primary,25,unknown
580,no,2,Low Contact,unknown,may,6,46,services,secondary,216,unknown
581,no,2,Low Contact,unknown,may,6,39,blue-collar,primary,190,unknown
582,no,2,Low Contact,unknown,may,6,56,technician,secondary,99,unknown
583,no,2,Low Contact,unknown,may,6,55,services,primary,2298,unknown
584,no,2,Low Contact,unknown,may,6,44,management,tertiary,17,unknown
585,no,4,High Contact,unknown,may,6,37,technician,primary,0,unknown
586,no,2,Low Contact,unknown,may,6,35,blue-collar,primary,0,unknown
587,no,2,Low Contact,unknown,may,6,55,blue-collar,secondary,840,unknown
588,no,3,High Contact,unknown,may,6,37,services,secondary,358,unknown
589,no,1,Low Contact,unknown,may,6,30,technician,secondary,0,unknown
590,no,2,Low Contact,unknown,may,6,37,blue-collar,primary,-325,unknown
591,no,3,High Contact,unknown,may,6,36,technician,secondary,-15,unknown
592,no,1,Low Contact,unknown,may,6,38,technician,secondary,581,unknown
593,no,2,Low Contact,unknown,may,6,41,admin,primary,4070,unknown
594,no,1,Low Contact,unknown,may,6,48,retired,secondary,74,unknown
595,no,2,Low Contact,unknown,may,6,55,services,secondary,141,unknown
596,no,2,Low Contact,unknown,may,6,28,services,secondary,89,unknown
597,no,3,High Contact,unknown,may,6,54,services,secondary,0,unknown
598,no,2,Low Contact,unknown,may,6,30,blue-collar,secondary,450,unknown
599,no,1,Low Contact,unknown,may,6,48,technician,tertiary,310,unknown
600,no,5,High Contact,unknown,may,6,31,self-employed,secondary,0,unknown
601,no,3,High Contact,unknown,may,6,38,blue-collar,secondary,384,unknown
602,no,2,Low Contact,unknown,may,6,37,blue-collar,secondary,395,unknown
603,no,2,Low Contact,unknown,may,6,37,services,unknown,-118,unknown
604,no,2,Low Contact,unknown,may,6,56,blue-collar,primary,5,unknown
605,no,1,Low Contact,unknown,may,6,51,blue-collar,secondary,50,unknown
606,no,1,Low Contact,unknown,may,6,39,blue-collar,secondary,285,unknown
607,no,2,Low Contact,unknown,may,6,49,technician,unknown,15,unknown
608,no,1,Low Contact,unknown,may,6,51,blue-collar,primary,653,unknown
609,no,1,Low Contact,unknown,may,6,43,self-employed,secondary,918,unknown
610,no,1,Low Contact,unknown,may,6,32,services,secondary,243,unknown
611,no,1,Low Contact,unknown,may,6,29,technician,tertiary,405,unknown
612,no,1,Low Contact,unknown,may,6,48,management,tertiary,1328,unknown
613,no,1,Low Contact,unknown,may,6,55,services,primary,255,unknown
614,no,1,Low Contact,unknown,may,6,53,blue-collar,secondary,3397,unknown
615,no,1,Low Contact,unknown,may,6,47,technician,unknown,2106,unknown
616,no,1,Low Contact,unknown,may,6,39,management,tertiary,2877,unknown
617,no,1,Low Contact,unknown,may,6,31,blue-collar,tertiary,60,unknown
618,no,1,Low Contact,unknown,may,6,39,blue-collar,primary,2226,unknown
619,no,2,Low Contact,unknown,may,6,40,blue-collar,primary,2880,unknown
620,no,2,Low Contact,unknown,may,6,40,technician,unknown,-5,unknown
621,no,3,High Contact,unknown,may,6,48,technician,secondary,147,unknown
622,no,1,Low Contact,unknown,may,6,33,technician,secondary,7,unknown
623,no,2,Low Contact,unknown,may,6,40,technician,secondary,109,unknown
624,no,1,Low Contact,unknown,may,6,59,retired,primary,-119,unknown
625,yes,1,Low Contact,unknown,may,6,30,technician,secondary,484,unknown
626,no,3,High Contact,unknown,may,6,31,management,tertiary,1852,unknown
627,no,1,Low Contact,unknown,may,6,35,unemployed,secondary,533,unknown
628,no,2,Low Contact,unknown,may,6,54,technician,secondary,21,unknown
629,no,4,High Contact,unknown,may,6,34,admin,unknown,2434,unknown
630,no,2,Low Contact,unknown,may,6,32,technician,secondary,90,unknown
631,no,2,Low Contact,unknown,may,6,56,admin,unknown,4246,unknown
632,no,3,High Contact,unknown,may,6,32,admin,tertiary,395,unknown
633,no,1,Low Contact,unknown,may,6,42,blue-collar,primary,15,unknown
634,no,3,High Contact,unknown,may,6,33,services,tertiary,85,unknown
635,no,2,Low Contact,unknown,may,6,52,entrepreneur,tertiary,-184,unknown
636,no,2,Low Contact,unknown,may,6,52,services,secondary,660,unknown
637,no,1,Low Contact,unknown,may,6,52,blue-collar,primary,-183,unknown
638,no,1,Low Contact,unknown,may,6,30,unemployed,secondary,1144,unknown
639,no,4,High Contact,unknown,may,6,44,services,secondary,1,unknown
640,no,2,Low Contact,unknown,may,6,35,admin,secondary,69,unknown
641,no,2,Low Contact,unknown,may,6,55,management,secondary,220,unknown
642,no,2,Low Contact,unknown,may,6,33,blue-collar,primary,332,unknown
643,no,1,Low Contact,unknown,may,6,37,blue-collar,secondary,240,unknown
644,no,1,Low Contact,unknown,may,6,42,technician,secondary,0,unknown
645,no,2,Low Contact,unknown,may,6,43,unemployed,secondary,0,unknown
646,no,2,Low Contact,unknown,may,6,38,entrepreneur,tertiary,898,unknown
647,no,2,Low Contact,unknown,may,6,37,technician,secondary,123,unknown
648,no,3,High Contact,unknown,may,6,31,student,secondary,252,unknown
