id,y,conversion,contact_group,age_group,balance_group,poutcome,job,education,month,balance
364,no,0,Low Contact,40-48,Low Balance,unknown,admin,secondary,may,126
365,no,0,High Contact,49-95,Low Balance,unknown,admin,secondary,may,230
366,no,0,Low Contact,40-48,Mid Balance,unknown,technician,tertiary,may,841
367,no,0,Low Contact,33-39,Low Balance,unknown,admin,secondary,may,308
368,no,0,Low Contact,40-48,Low Balance,unknown,management,tertiary,may,1
369,no,0,Low Contact,33-39,Low Balance,unknown,admin,tertiary,may,86
370,no,0,Low Contact,18-33,Low Balance,unknown,student,secondary,may,157
371,no,0,Low Contact,33-39,Low Balance,unknown,services,secondary,may,22
372,no,0,Low Contact,33-39,Low Balance,unknown,admin,secondary,may,46
373,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,secondary,may,1293
374,no,0,Low Contact,18-33,Low Balance,unknown,admin,secondary,may,122
375,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,unknown,may,131
376,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,secondary,may,143
377,no,0,Low Contact,33-39,Mid Balance,unknown,admin,secondary,may,393
378,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,may,98
379,no,0,Low Contact,18-33,Non-Positive,unknown,management,tertiary,may,0
380,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,secondary,may,224
381,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,secondary,may,757
382,no,0,Low Contact,49-95,Low Balance,unknown,services,secondary,may,245
383,no,0,High Contact,40-48,High Balance,unknown,management,secondary,may,8486
384,no,0,Low Contact,40-48,Mid Balance,unknown,admin,unknown,may,350
385,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,secondary,may,20
386,no,0,Low Contact,49-95,High Balance,unknown,services,secondary,may,1667
387,no,0,Low Contact,49-95,Mid Balance,unknown,technician,unknown,may,345
388,no,0,High Contact,18-33,Low Balance,unknown,unemployed,secondary,may,10
389,yes,1,Low Contact,49-95,Mid Balance,unknown,management,tertiary,may,830
390,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,unknown,may,29
391,yes,1,Low Contact,49-95,Mid Balance,unknown,retired,secondary,may,545
392,no,0,Low Contact,33-39,High Balance,unknown,technician,tertiary,may,8730
393,no,0,Low Contact,40-48,Mid Balance,unknown,technician,tertiary,may,477
394,no,0,Low Contact,18-33,Low Balance,unknown,admin,secondary,may,4
395,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,secondary,may,1205
396,no,0,High Contact,18-33,Non-Positive,unknown,technician,secondary,may,0
397,no,0,Low Contact,40-48,Low Balance,unknown,admin,secondary,may,263
398,no,0,Low Contact,33-39,Low Balance,unknown,admin,secondary,may,1
399,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,secondary,may,283
400,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,may,206
401,no,0,Low Contact,40-48,Low Balance,unknown,housemaid,primary,may,17
402,no,0,Low Contact,40-48,Low Balance,unknown,technician,secondary,may,141
403,no,0,Low Contact,18-33,Low Balance,unknown,self-employed,tertiary,may,16
404,no,0,Low Contact,49-95,Low Balance,unknown,services,secondary,may,206
405,no,0,Low Contact,49-95,Low Balance,unknown,technician,unknown,may,7
406,no,0,Low Contact,49-95,Non-Positive,unknown,management,tertiary,may,0
407,no,0,Low Contact,49-95,Non-Positive,unknown,retired,tertiary,may,0
408,no,0,High Contact,40-48,High Balance,unknown,blue-collar,primary,may,1927
409,no,0,Low Contact,33-39,Low Balance,unknown,technician,secondary,may,284
410,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,may,1660
411,no,0,Low Contact,18-33,Mid Balance,unknown,services,secondary,may,406
412,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,primary,may,230
413,no,0,Low Contact,33-39,Non-Positive,unknown,admin,secondary,may,-25
414,no,0,Low Contact,40-48,Low Balance,unknown,admin,secondary,may,182
415,no,0,Low Contact,33-39,Mid Balance,unknown,entrepreneur,tertiary,may,1169
416,no,0,Low Contact,33-39,Low Balance,unknown,admin,secondary,may,67
417,no,0,Low Contact,40-48,Low Balance,unknown,technician,secondary,may,77
418,no,0,Low Contact,40-48,Non-Positive,unknown,unemployed,secondary,may,0
419,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,primary,may,55
420,no,0,Low Contact,18-33,Low Balance,unknown,technician,secondary,may,72
421,no,0,High Contact,49-95,Low Balance,unknown,management,tertiary,may,163
422,no,0,Low Contact,18-33,Low Balance,unknown,management,tertiary,may,151
423,no,0,Low Contact,33-39,Low Balance,unknown,admin,secondary,may,113
424,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,secondary,may,0
425,no,0,High Contact,33-39,Low Balance,unknown,technician,tertiary,may,9
426,no,0,Low Contact,40-48,Mid Balance,unknown,management,secondary,may,375
427,no,0,Low Contact,33-39,Mid Balance,unknown,services,secondary,may,1142
428,no,0,Low Contact,49-95,High Balance,unknown,blue-collar,primary,may,2102
429,no,0,Low Contact,33-39,High Balance,unknown,technician,tertiary,may,4325
430,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,may,217
431,no,0,Low Contact,49-95,Low Balance,unknown,admin,secondary,may,131
432,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,may,1680
433,no,0,Low Contact,33-39,Non-Positive,unknown,blue-collar,secondary,may,0
434,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,may,46
435,no,0,Low Contact,18-33,Low Balance,unknown,blue-collar,secondary,may,320
436,no,0,Low Contact,49-95,Low Balance,unknown,admin,secondary,may,183
437,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,may,39
438,no,0,Low Contact,33-39,Mid Balance,unknown,management,tertiary,may,560
439,no,0,Low Contact,49-95,Mid Balance,unknown,technician,secondary,may,469
440,no,0,Low Contact,33-39,Mid Balance,unknown,admin,secondary,may,530
441,no,0,Low Contact,49-95,Low Balance,unknown,services,primary,may,61
442,no,0,Low Contact,33-39,Low Balance,unknown,technician,tertiary,may,242
443,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,secondary,may,139
444,no,0,Low Contact,18-33,Non-Positive,unknown,self-employed,secondary,may,0
445,no,0,Low Contact,33-39,Mid Balance,unknown,technician,secondary,may,367
446,no,0,Low Contact,49-95,Low Balance,unknown,admin,secondary,may,228
447,yes,1,Low Contact,33-39,High Balance,unknown,technician,unknown,may,45248
448,no,0,Low Contact,49-95,Non-Positive,unknown,self-employed,unknown,may,-84
449,no,0,Low Contact,18-33,Low Balance,unknown,services,secondary,may,310
450,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,unknown,may,132
451,no,0,Low Contact,49-95,Mid Balance,unknown,technician,secondary,may,797
452,no,0,Low Contact,40-48,Low Balance,unknown,services,secondary,may,71
453,no,0,Low Contact,40-48,Low Balance,unknown,management,unknown,may,2
454,no,0,Low Contact,33-39,Low Balance,unknown,management,tertiary,may,231
455,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,secondary,may,270
456,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,may,274
457,no,0,Low Contact,40-48,Non-Positive,unknown,admin,secondary,may,-109
458,yes,1,Low Contact,33-39,Low Balance,unknown,technician,secondary,may,1
459,no,0,Low Contact,18-33,Non-Positive,unknown,blue-collar,secondary,may,-60
460,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,secondary,may,89
461,no,0,Low Contact,49-95,Non-Positive,unknown,blue-collar,secondary,may,-11
462,no,0,Low Contact,33-39,Non-Positive,unknown,blue-collar,primary,may,0
463,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,secondary,may,-509
464,no,0,Low Contact,33-39,Mid Balance,unknown,unemployed,primary,may,408
465,no,0,Low Contact,33-39,Low Balance,unknown,services,primary,may,58
466,no,0,High Contact,49-95,High Balance,unknown,retired,secondary,may,1640
467,no,0,Low Contact,33-39,Low Balance,unknown,admin,secondary,may,20
468,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,primary,may,71
469,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,secondary,may,52
470,no,0,Low Contact,40-48,Low Balance,unknown,self-employed,tertiary,may,292
471,no,0,Low Contact,40-48,Mid Balance,unknown,services,secondary,may,424
472,no,0,High Contact,33-39,Low Balance,unknown,housemaid,primary,may,109
473,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,unknown,may,1044
474,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,secondary,may,983
475,yes,1,Low Contact,33-39,Mid Balance,unknown,admin,secondary,may,869
476,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,primary,may,668
477,no,0,Low Contact,49-95,Mid Balance,unknown,management,tertiary,may,964
478,no,0,Low Contact,18-33,Low Balance,unknown,management,secondary,may,301
479,no,0,Low Contact,33-39,Low Balance,unknown,admin,secondary,may,140
480,no,0,Low Contact,33-39,High Balance,unknown,management,secondary,may,1877
481,no,0,Low Contact,49-95,Mid Balance,unknown,blue-collar,primary,may,1127
482,no,0,Low Contact,40-48,Mid Balance,unknown,technician,secondary,may,871
483,no,0,Low Contact,40-48,Mid Balance,unknown,technician,secondary,may,767
484,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,secondary,may,0
485,no,0,Low Contact,18-33,Low Balance,unknown,services,secondary,may,209
486,no,0,Low Contact,49-95,Non-Positive,unknown,management,primary,may,0
487,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,may,110
488,no,0,Low Contact,49-95,Non-Positive,unknown,management,tertiary,may,-76
489,no,0,Low Contact,40-48,Low Balance,unknown,technician,unknown,may,178
490,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,primary,may,-66
491,no,0,Low Contact,18-33,Non-Positive,unknown,technician,secondary,may,0
492,no,0,Low Contact,18-33,Low Balance,unknown,blue-collar,secondary,may,1
493,no,0,Low Contact,33-39,Non-Positive,unknown,blue-collar,secondary,may,0
494,no,0,Low Contact,49-95,High Balance,unknown,unemployed,tertiary,may,5345
495,no,0,Low Contact,18-33,Non-Positive,unknown,blue-collar,secondary,may,-209
496,no,0,Low Contact,33-39,Non-Positive,unknown,admin,secondary,may,0
497,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,secondary,may,42
498,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,secondary,may,41
499,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,secondary,may,-99
500,no,0,Low Contact,33-39,Low Balance,unknown,technician,secondary,may,17
501,no,0,Low Contact,40-48,Low Balance,unknown,admin,primary,may,276
502,no,0,Low Contact,18-33,Non-Positive,unknown,technician,unknown,may,-170
503,no,0,Low Contact,33-39,Low Balance,unknown,management,tertiary,may,230
504,no,0,Low Contact,18-33,Low Balance,unknown,blue-collar,secondary,may,9
505,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,secondary,may,946
506,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,primary,may,1297
507,no,0,Low Contact,49-95,Non-Positive,unknown,retired,secondary,may,-331
508,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,may,44
509,no,0,Low Contact,49-95,Low Balance,unknown,retired,secondary,may,15
510,no,0,Low Contact,18-33,Mid Balance,unknown,admin,secondary,may,712
511,no,0,Low Contact,49-95,High Balance,unknown,retired,secondary,may,5435
512,no,0,Low Contact,33-39,Mid Balance,unknown,admin,secondary,may,507
513,yes,1,Low Contact,49-95,Mid Balance,unknown,unemployed,secondary,may,387
514,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,primary,may,0
515,no,0,Low Contact,49-95,High Balance,unknown,management,secondary,may,1716
516,no,0,High Contact,49-95,Low Balance,unknown,entrepreneur,secondary,may,167
517,no,0,Low Contact,40-48,Low Balance,unknown,admin,unknown,may,40
518,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,may,148
519,no,0,Low Contact,18-33,Low Balance,unknown,technician,secondary,may,17
520,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,tertiary,may,1011
521,no,0,Low Contact,40-48,High Balance,unknown,management,unknown,may,1527
522,no,0,Low Contact,40-48,Mid Balance,unknown,management,tertiary,may,744
523,no,0,Low Contact,49-95,Mid Balance,unknown,admin,secondary,may,484
524,no,0,Low Contact,18-33,Non-Positive,unknown,management,tertiary,may,0
525,no,0,Low Contact,49-95,Low Balance,unknown,retired,primary,may,136
526,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,may,1335
527,no,0,Low Contact,33-39,Mid Balance,unknown,management,secondary,may,517
528,no,0,Low Contact,40-48,Mid Balance,unknown,management,tertiary,may,459
529,no,0,Low Contact,40-48,Mid Balance,unknown,management,unknown,may,549
530,no,0,Low Contact,18-33,Low Balance,unknown,admin,secondary,may,83
531,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,may,213
532,no,0,High Contact,18-33,Low Balance,unknown,housemaid,primary,may,203
533,no,0,Low Contact,40-48,Mid Balance,unknown,services,secondary,may,518
534,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,may,3877
535,no,0,Low Contact,49-95,Mid Balance,unknown,admin,secondary,may,1236
536,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,secondary,may,756
537,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,may,157
538,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,primary,may,-66
539,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,unknown,may,245
540,no,0,Low Contact,33-39,Non-Positive,unknown,blue-collar,primary,may,-144
541,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,may,71
542,no,0,Low Contact,49-95,Mid Balance,unknown,services,secondary,may,505
543,no,0,Low Contact,49-95,Low Balance,unknown,technician,primary,may,249
544,no,0,Low Contact,33-39,Non-Positive,unknown,admin,secondary,may,0
545,no,0,Low Contact,40-48,Low Balance,unknown,unemployed,secondary,may,11
546,no,0,Low Contact,33-39,Mid Balance,unknown,admin,secondary,may,639
547,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,unknown,may,124
548,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,secondary,may,82
549,no,0,Low Contact,33-39,Low Balance,unknown,self-employed,tertiary,may,107
550,no,0,Low Contact,49-95,Mid Balance,unknown,services,secondary,may,473
551,no,0,Low Contact,40-48,Mid Balance,unknown,services,secondary,may,372
552,no,0,Low Contact,18-33,Low Balance,unknown,admin,secondary,may,46
553,no,0,Low Contact,18-33,Low Balance,unknown,student,tertiary,may,34
554,no,0,Low Contact,40-48,Mid Balance,unknown,self-employed,unknown,may,935
555,no,0,Low Contact,18-33,Non-Positive,unknown,blue-collar,secondary,may,-10
556,no,0,Low Contact,33-39,Non-Positive,unknown,admin,secondary,may,-106
557,no,0,Low Contact,33-39,Mid Balance,unknown,services,primary,may,471
558,no,0,Low Contact,49-95,Mid Balance,unknown,admin,secondary,may,778
559,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,unknown,may,170
560,no,0,Low Contact,40-48,Low Balance,unknown,technician,secondary,may,315
561,no,0,Low Contact,49-95,High Balance,unknown,blue-collar,secondary,may,3165
562,no,0,Low Contact,33-39,Low Balance,unknown,admin,secondary,may,131
563,no,0,Low Contact,33-39,Low Balance,unknown,entrepreneur,secondary,may,204
564,no,0,Low Contact,40-48,Low Balance,unknown,technician,secondary,may,83
565,no,0,Low Contact,49-95,Non-Positive,unknown,services,secondary,may,0
566,no,0,Low Contact,49-95,High Balance,unknown,blue-collar,primary,may,5431
567,no,0,Low Contact,33-39,High Balance,unknown,management,unknown,may,1759
568,no,0,Low Contact,40-48,Non-Positive,unknown,unemployed,secondary,may,-125
569,no,0,Low Contact,33-39,Non-Positive,unknown,blue-collar,secondary,may,0
570,yes,1,High Contact,18-33,High Balance,unknown,services,secondary,may,5090
571,no,0,Low Contact,33-39,Mid Balance,unknown,technician,unknown,may,573
572,no,0,Low Contact,49-95,High Balance,unknown,blue-collar,secondary,may,1602
573,no,0,Low Contact,40-48,Non-Positive,unknown,blue-collar,primary,may,-137
574,no,0,Low Contact,49-95,Non-Positive,unknown,technician,unknown,may,0
575,no,0,Low Contact,49-95,Low Balance,unknown,services,secondary,may,193
576,no,0,Low Contact,49-95,Low Balance,unknown,retired,secondary,may,195
577,no,0,Low Contact,49-95,Low Balance,unknown,entrepreneur,secondary,may,288
578,no,0,Low Contact,40-48,Low Balance,unknown,technician,secondary,may,19
579,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,primary,may,25
580,no,0,Low Contact,40-48,Low Balance,unknown,services,secondary,may,216
581,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,primary,may,190
582,no,0,Low Contact,49-95,Low Balance,unknown,technician,secondary,may,99
583,no,0,Low Contact,49-95,High Balance,unknown,services,primary,may,2298
584,no,0,Low Contact,40-48,Low Balance,unknown,management,tertiary,may,17
585,no,0,High Contact,33-39,Non-Positive,unknown,technician,primary,may,0
586,no,0,Low Contact,33-39,Non-Positive,unknown,blue-collar,primary,may,0
587,no,0,Low Contact,49-95,Mid Balance,unknown,blue-collar,secondary,may,840
588,no,0,High Contact,33-39,Mid Balance,unknown,services,secondary,may,358
589,no,0,Low Contact,18-33,Non-Positive,unknown,technician,secondary,may,0
590,no,0,Low Contact,33-39,Non-Positive,unknown,blue-collar,primary,may,-325
591,no,0,High Contact,33-39,Non-Positive,unknown,technician,secondary,may,-15
592,no,0,Low Contact,33-39,Mid Balance,unknown,technician,secondary,may,581
593,no,0,Low Contact,40-48,High Balance,unknown,admin,primary,may,4070
594,no,0,Low Contact,40-48,Low Balance,unknown,retired,secondary,may,74
595,no,0,Low Contact,49-95,Low Balance,unknown,services,secondary,may,141
596,no,0,Low Contact,18-33,Low Balance,unknown,services,secondary,may,89
597,no,0,High Contact,49-95,Non-Positive,unknown,services,secondary,may,0
598,no,0,Low Contact,18-33,Mid Balance,unknown,blue-collar,secondary,may,450
599,no,0,Low Contact,40-48,Low Balance,unknown,technician,tertiary,may,310
600,no,0,High Contact,18-33,Non-Positive,unknown,self-employed,secondary,may,0
601,no,0,High Contact,33-39,Mid Balance,unknown,blue-collar,secondary,may,384
602,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,secondary,may,395
